CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1019,IPC,363,1,1
1019,POCSO,6,2,2
1020,IPC,498A,1,1
1020,IPC,376,2,2
1020,DV,12,3,3
1021,NDPS,21,1,1
1021,NDPS,27A,2,2
1022,PREVENTION_CORRUPTION,13,1,1
1022,PREVENTION_CORRUPTION,7,2,2
1023,IPC,354,1,1
1023,DV,12,2,2
1024,IPC,363,1,1
1025,PREVENTION_CORRUPTION,13,1,1
1026,ARMS,25,1,1
1026,IPC,506,2,2
1026,ARMS,27,3,3
1027,IT_ACT,66C,1,1
1027,IT_ACT,67,2,2
1028,PREVENTION_CORRUPTION,7,1,1
1029,IPC,304,1,1
1030,MV,185,1,1
1030,MV,196,2,2
1030,MV,184,3,3
1031,NDPS,22,1,1
1031,NDPS,8,2,2
1032,PREVENTION_CORRUPTION,13,1,1
1032,PREVENTION_CORRUPTION,7,2,2
1033,IPC,363,1,1
1034,NDPS,8,1,1
1034,NDPS,21,2,2
1034,NDPS,20,3,3
1035,EXCISE,32,1,1
1036,DV,12,1,1
1036,IPC,363,2,2
1037,MV,184,1,1
1037,MV,196,2,2
1038,EXCISE,32,1,1
1038,NDPS,27A,2,2
1039,IPC,406,1,1
1040,POCSO,8,1,1
1040,POCSO,6,2,2
1041,POCSO,12,1,1
1041,IPC,363,2,2
1042,IPC,379,1,1
1042,BNS,309,2,2
1043,PREVENTION_CORRUPTION,13,1,1
1043,PREVENTION_CORRUPTION,7,2,2
1044,MV,185,1,1
1044,MV,196,2,2
1044,MV,177,3,3
1045,IPC,420,1,1
1046,IPC,363,1,1
1046,DV,12,2,2
1047,IPC,420,1,1
1048,POCSO,6,1,1
1048,POCSO,12,2,2
1048,IPC,363,3,3
1049,IT_ACT,67,1,1
1049,IT_ACT,66C,2,2
1049,IT_ACT,66,3,3
1050,IPC,506,1,1
1051,IPC,363,1,1
1051,POCSO,4,2,2
1051,POCSO,12,3,3
1052,PREVENTION_CORRUPTION,7,1,1
1053,IPC,395,1,1
1053,IPC,379,2,2
1054,NDPS,8,1,1
1054,NDPS,27A,2,2
1055,PREVENTION_CORRUPTION,7,1,1
1055,IPC,420,2,2
1056,IPC,406,1,1
1056,IPC,420,2,2
1057,IPC,302,1,1
1057,IPC,324,2,2
1058,DV,12,1,1
1058,IPC,498A,2,2
1058,IPC,354,3,3
1059,MV,184,1,1
1059,MV,177,2,2
1059,MV,185,3,3
1060,IPC,506,1,1
1060,GAMBLING,4,2,2
1060,ARMS,25,3,3
1061,NDPS,22,1,1
1061,NDPS,8,2,2
1062,IT_ACT,66,1,1
1063,IPC,506,1,1
1064,MV,177,1,1
1064,MV,196,2,2
1064,MV,184,3,3
1065,IPC,325,1,1
1065,IPC,304,2,2
1066,BNS,309,1,1
1067,PREVENTION_CORRUPTION,7,1,1
1068,IPC,363,1,1
1069,IT_ACT,66,1,1
1070,ARMS,27,1,1
1070,GAMBLING,4,2,2
1071,IPC,363,1,1
1072,IPC,420,1,1
1072,PREVENTION_CORRUPTION,7,2,2
1072,IPC,406,3,3
1073,PREVENTION_CORRUPTION,7,1,1
1074,MV,185,1,1
1075,IPC,392,1,1
1075,IPC,379,2,2
1075,BNS,309,3,3
1076,IT_ACT,67,1,1
1076,IT_ACT,66C,2,2
1076,IT_ACT,66,3,3
1077,IPC,302,1,1
1078,PREVENTION_CORRUPTION,7,1,1
1078,IPC,420,2,2
1078,IPC,406,3,3
1079,IPC,506,1,1
1080,MV,185,1,1
1080,MV,196,2,2
1081,IPC,406,1,1
1082,IT_ACT,66,1,1
1082,IT_ACT,67,2,2
1083,POCSO,6,1,1
1083,POCSO,12,2,2
1084,IT_ACT,66C,1,1
1085,PREVENTION_CORRUPTION,7,1,1
1085,IPC,406,2,2
1086,GAMBLING,4,1,1
1086,ARMS,27,2,2
1087,IPC,420,1,1
1088,IPC,406,1,1
1088,IPC,380,2,2
1089,IPC,506,1,1
1089,ARMS,25,2,2
1089,ARMS,27,3,3
1090,PREVENTION_CORRUPTION,7,1,1
1090,PREVENTION_CORRUPTION,13,2,2
1091,MV,184,1,1
1091,MV,185,2,2
1091,MV,196,3,3
1092,ARMS,27,1,1
1092,ARMS,25,2,2
1092,IPC,506,3,3
1093,MV,196,1,1
1093,MV,177,2,2
1094,IPC,406,1,1
1095,IT_ACT,66C,1,1
1095,IT_ACT,67,2,2
1095,IT_ACT,66,3,3
1096,IPC,498A,1,1
1096,IPC,376,2,2
1096,IPC,354,3,3
1097,BNS,309,1,1
1098,PREVENTION_CORRUPTION,7,1,1
1098,IPC,406,2,2
1098,IPC,420,3,3
1099,IPC,376,1,1
1100,BNS,109,1,1
1100,BNS,103,2,2
1100,IPC,302,3,3
1101,NDPS,8,1,1
1101,NDPS,21,2,2
1101,NDPS,27A,3,3
1102,PREVENTION_CORRUPTION,7,1,1
1102,IPC,420,2,2
1102,IPC,406,3,3
1103,NDPS,27A,1,1
1103,NDPS,8,2,2
1103,NDPS,20,3,3
1104,EXCISE,32,1,1
1105,PREVENTION_CORRUPTION,7,1,1
1106,IPC,376,1,1
1106,IPC,354,2,2
1106,IPC,363,3,3
1107,PREVENTION_CORRUPTION,7,1,1
1108,MV,185,1,1
1108,MV,184,2,2
1108,MV,196,3,3
1109,IPC,406,1,1
1110,IT_ACT,67,1,1
1110,IT_ACT,66,2,2
1110,IT_ACT,66C,3,3
1111,IPC,406,1,1
1112,IPC,420,1,1
1112,PREVENTION_CORRUPTION,7,2,2
1112,IPC,406,3,3
1113,IPC,307,1,1
1113,IPC,304,2,2
1113,IPC,302,3,3
1114,ARMS,27,1,1
1114,ARMS,25,2,2
1114,IPC,506,3,3
1115,IPC,392,1,1
1116,IT_ACT,66C,1,1
1117,PREVENTION_CORRUPTION,13,1,1
1118,IPC,506,1,1
1118,GAMBLING,4,2,2
1118,ARMS,27,3,3
1119,POCSO,12,1,1
1119,POCSO,4,2,2
1119,POCSO,6,3,3
1120,GAMBLING,4,1,1
1121,IPC,376,1,1
1122,IPC,406,1,1
1122,PREVENTION_CORRUPTION,7,2,2
1123,IPC,325,1,1
1123,IPC,302,2,2
1124,PREVENTION_CORRUPTION,13,1,1
1125,NDPS,20,1,1
1125,NDPS,27A,2,2
1125,NDPS,21,3,3
1126,IPC,363,1,1
1127,IT_ACT,66,1,1
1128,POCSO,6,1,1
1129,IT_ACT,66,1,1
1129,IT_ACT,66C,2,2
1129,IT_ACT,67,3,3
1130,NDPS,20,1,1
1130,EXCISE,32,2,2
1131,DV,12,1,1
1131,IPC,498A,2,2
1131,IPC,363,3,3
1132,IPC,406,1,1
1132,BNS,318,2,2
1133,POCSO,6,1,1
1134,PREVENTION_CORRUPTION,7,1,1
1134,IPC,406,2,2
1134,IPC,420,3,3
1135,NDPS,22,1,1
1135,EXCISE,32,2,2
1135,NDPS,8,3,3
1136,NDPS,8,1,1
1136,NDPS,21,2,2
1136,NDPS,20,3,3
1137,IPC,406,1,1
1137,IPC,420,2,2
1138,IPC,363,1,1
1138,POCSO,6,2,2
1139,PREVENTION_CORRUPTION,13,1,1
1139,PREVENTION_CORRUPTION,7,2,2
1140,MV,185,1,1
1140,MV,184,2,2
1140,MV,177,3,3
1141,PREVENTION_CORRUPTION,7,1,1
1142,POCSO,4,1,1
1143,POCSO,12,1,1
1143,POCSO,6,2,2
1143,POCSO,8,3,3
1144,PREVENTION_CORRUPTION,13,1,1
1145,IT_ACT,66C,1,1
1146,NDPS,27A,1,1
1147,IPC,395,1,1
1147,IPC,379,2,2
1147,IPC,420,3,3
1148,POCSO,12,1,1
1148,POCSO,6,2,2
1149,IPC,363,1,1
1149,POCSO,4,2,2
1149,POCSO,8,3,3
1150,IPC,406,1,1
1150,IPC,420,2,2
1151,IPC,392,1,1
1152,NDPS,8,1,1
1153,ARMS,25,1,1
1153,GAMBLING,4,2,2
1153,ARMS,27,3,3
1154,IPC,395,1,1
1154,BNS,309,2,2
1154,IPC,420,3,3
1155,IT_ACT,67,1,1
1156,IT_ACT,66,1,1
1156,IT_ACT,67,2,2
1156,IT_ACT,66C,3,3
1157,IT_ACT,67,1,1
1158,POCSO,12,1,1
1158,POCSO,6,2,2
1158,IPC,363,3,3
1159,IPC,392,1,1
1159,IPC,380,2,2
1159,IPC,406,3,3
1160,IT_ACT,66C,1,1
1160,IT_ACT,66,2,2
1161,PREVENTION_CORRUPTION,7,1,1
1162,NDPS,21,1,1
1162,NDPS,27A,2,2
1162,EXCISE,32,3,3
1163,ARMS,25,1,1
1164,POCSO,8,1,1
1165,MV,184,1,1
1166,IPC,363,1,1
1167,IPC,406,1,1
1167,IPC,420,2,2
1168,MV,177,1,1
1168,MV,185,2,2
1168,MV,184,3,3
1169,MV,177,1,1
1170,IT_ACT,66C,1,1
1170,IT_ACT,66,2,2
1170,IT_ACT,67,3,3
1171,MV,177,1,1
1171,MV,185,2,2
1172,IPC,406,1,1
1173,POCSO,4,1,1
1173,POCSO,12,2,2
1174,EXCISE,32,1,1
1174,NDPS,20,2,2
1175,IPC,406,1,1
1176,MV,177,1,1
1176,MV,184,2,2
1177,PREVENTION_CORRUPTION,13,1,1
1177,PREVENTION_CORRUPTION,7,2,2
1178,MV,185,1,1
1179,IPC,395,1,1
1180,DV,12,1,1
1180,IPC,363,2,2
1181,IPC,354,1,1
1181,IPC,498A,2,2
1181,DV,12,3,3
1182,IPC,307,1,1
1183,POCSO,12,1,1
1183,IPC,363,2,2
1184,BNS,309,1,1
1185,ARMS,25,1,1
1185,ARMS,27,2,2
1185,GAMBLING,4,3,3
1186,PREVENTION_CORRUPTION,13,1,1
1187,BNS,309,1,1
1187,IPC,406,2,2
1188,PREVENTION_CORRUPTION,7,1,1
1188,PREVENTION_CORRUPTION,13,2,2
1189,IPC,376,1,1
1189,DV,12,2,2
1189,IPC,498A,3,3
1190,GAMBLING,4,1,1
1190,ARMS,25,2,2
1190,ARMS,27,3,3
1191,MV,177,1,1
1191,MV,184,2,2
1192,PREVENTION_CORRUPTION,7,1,1
1192,IPC,406,2,2
1192,IPC,420,3,3
1193,BNS,109,1,1
1193,IPC,325,2,2
1194,EXCISE,32,1,1
1194,NDPS,20,2,2
1194,NDPS,22,3,3
1195,BNS,109,1,1
1195,IPC,304,2,2
1196,MV,177,1,1
1196,MV,184,2,2
1196,MV,185,3,3
1197,IPC,325,1,1
1197,IPC,324,2,2
1197,BNS,103,3,3
1198,PREVENTION_CORRUPTION,7,1,1
1199,IPC,363,1,1
1200,POCSO,12,1,1
1201,MV,185,1,1
1201,MV,177,2,2
1202,IPC,376,1,1
1203,IPC,420,1,1
1204,IT_ACT,67,1,1
1205,NDPS,20,1,1
1205,EXCISE,32,2,2
1205,NDPS,27A,3,3
1206,IT_ACT,67,1,1
1206,IT_ACT,66C,2,2
1207,IPC,506,1,1
1207,ARMS,25,2,2
1208,IPC,420,1,1
1208,BNS,303,2,2
1209,IPC,302,1,1
1209,BNS,103,2,2
1209,IPC,324,3,3
1210,NDPS,20,1,1
1210,EXCISE,32,2,2
1211,NDPS,21,1,1
1212,ARMS,27,1,1
1212,IPC,506,2,2
1213,MV,184,1,1
1214,MV,177,1,1
1214,MV,196,2,2
1215,IPC,395,1,1
1215,IPC,380,2,2
1216,MV,184,1,1
1216,MV,196,2,2
1217,IPC,304,1,1
1218,IPC,420,1,1
1218,PREVENTION_CORRUPTION,7,2,2
1218,IPC,406,3,3
1219,IPC,498A,1,1
1219,IPC,363,2,2
1219,DV,12,3,3
1220,IPC,420,1,1
1220,BNS,303,2,2
1220,IPC,406,3,3
1221,GAMBLING,4,1,1
1221,ARMS,27,2,2
1222,IPC,302,1,1
1223,BNS,309,1,1
1223,IPC,392,2,2
1223,IPC,420,3,3
1224,IPC,395,1,1
1225,BNS,103,1,1
1225,IPC,304,2,2
1226,MV,196,1,1
1226,MV,184,2,2
1227,IPC,307,1,1
1227,BNS,109,2,2
1228,BNS,103,1,1
1228,IPC,304,2,2
1228,IPC,325,3,3
1229,IT_ACT,67,1,1
1229,IT_ACT,66,2,2
1230,IPC,324,1,1
1230,IPC,325,2,2
1230,IPC,302,3,3
1231,ARMS,27,1,1
1231,GAMBLING,4,2,2
1232,MV,184,1,1
1233,IPC,379,1,1
1233,IPC,380,2,2
1233,BNS,318,3,3
1234,POCSO,8,1,1
1234,POCSO,12,2,2
1235,IPC,307,1,1
1235,BNS,109,2,2
1236,PREVENTION_CORRUPTION,7,1,1
1237,IT_ACT,66,1,1
1237,IT_ACT,67,2,2
1237,IT_ACT,66C,3,3
1238,BNS,309,1,1
1238,IPC,406,2,2
1239,IT_ACT,66,1,1
1239,IT_ACT,67,2,2
1239,IT_ACT,66C,3,3
1240,IT_ACT,67,1,1
1240,IT_ACT,66,2,2
1241,NDPS,21,1,1
1241,NDPS,20,2,2
1241,NDPS,8,3,3
1242,POCSO,12,1,1
1243,MV,177,1,1
1243,MV,184,2,2
1244,IPC,406,1,1
1244,IPC,395,2,2
1245,IT_ACT,66,1,1
1245,IT_ACT,67,2,2
1246,IPC,498A,1,1
1246,DV,12,2,2
1246,IPC,363,3,3
1247,EXCISE,32,1,1
1247,NDPS,20,2,2
1248,IPC,363,1,1
1249,DV,12,1,1
1250,IPC,324,1,1
1250,IPC,304,2,2
1250,IPC,325,3,3
1251,PREVENTION_CORRUPTION,7,1,1
1251,PREVENTION_CORRUPTION,13,2,2
1252,IPC,363,1,1
1252,POCSO,8,2,2
1253,PREVENTION_CORRUPTION,7,1,1
1253,IPC,420,2,2
1254,POCSO,12,1,1
1254,POCSO,4,2,2
1255,IPC,325,1,1
1255,BNS,109,2,2
1255,IPC,302,3,3
1256,IPC,363,1,1
1257,IPC,420,1,1
1258,IPC,363,1,1
1259,IT_ACT,67,1,1
1259,IT_ACT,66C,2,2
1259,IT_ACT,66,3,3
1260,IPC,420,1,1
1261,PREVENTION_CORRUPTION,13,1,1
1261,PREVENTION_CORRUPTION,7,2,2
1262,NDPS,22,1,1
1262,NDPS,20,2,2
1263,IPC,406,1,1
1263,IPC,420,2,2
1263,PREVENTION_CORRUPTION,7,3,3
1264,IPC,363,1,1
1265,PREVENTION_CORRUPTION,13,1,1
1266,EXCISE,32,1,1
1266,NDPS,27A,2,2
1266,NDPS,21,3,3
1267,IPC,363,1,1
1267,DV,12,2,2
1268,POCSO,12,1,1
1268,POCSO,6,2,2
1269,MV,185,1,1
1269,MV,177,2,2
1269,MV,196,3,3
1270,MV,196,1,1
1270,MV,184,2,2
1270,MV,185,3,3
1271,MV,196,1,1
1272,IPC,354,1,1
1272,IPC,498A,2,2
1273,IPC,506,1,1
1274,MV,177,1,1
1274,MV,196,2,2
1275,IT_ACT,66,1,1
1276,IPC,324,1,1
1276,IPC,302,2,2
1277,IPC,363,1,1
1278,PREVENTION_CORRUPTION,7,1,1
1278,PREVENTION_CORRUPTION,13,2,2
1279,PREVENTION_CORRUPTION,7,1,1
1279,IPC,420,2,2
1279,IPC,406,3,3
1280,IPC,324,1,1
1280,BNS,103,2,2
1281,NDPS,20,1,1
1281,NDPS,21,2,2
1282,GAMBLING,4,1,1
1283,POCSO,12,1,1
1283,POCSO,6,2,2
1284,MV,196,1,1
1285,PREVENTION_CORRUPTION,7,1,1
1286,PREVENTION_CORRUPTION,7,1,1
1287,PREVENTION_CORRUPTION,7,1,1
1287,IPC,420,2,2
1288,ARMS,25,1,1
1288,ARMS,27,2,2
1288,IPC,506,3,3
1289,PREVENTION_CORRUPTION,13,1,1
1289,PREVENTION_CORRUPTION,7,2,2
1290,MV,177,1,1
1290,MV,185,2,2
1290,MV,184,3,3
1291,DV,12,1,1
1292,BNS,109,1,1
1292,IPC,304,2,2
1292,BNS,103,3,3
1293,MV,177,1,1
1293,MV,184,2,2
1293,MV,196,3,3
1294,IT_ACT,66C,1,1
1295,IPC,420,1,1
1296,MV,196,1,1
1296,MV,184,2,2
1296,MV,185,3,3
1297,IPC,376,1,1
1297,DV,12,2,2
1297,IPC,354,3,3
1298,MV,185,1,1
1298,MV,177,2,2
1298,MV,196,3,3
1299,IT_ACT,66,1,1
1299,IT_ACT,67,2,2
1300,PREVENTION_CORRUPTION,13,1,1
1300,PREVENTION_CORRUPTION,7,2,2
1301,IPC,307,1,1
1302,MV,184,1,1
1302,MV,196,2,2
1303,BNS,103,1,1
1304,POCSO,12,1,1
1304,POCSO,6,2,2
1305,MV,196,1,1
1305,MV,177,2,2
1305,MV,185,3,3
1306,IPC,304,1,1
1306,IPC,324,2,2
1307,IPC,363,1,1
1307,IPC,498A,2,2
1307,IPC,376,3,3
1308,ARMS,27,1,1
1308,GAMBLING,4,2,2
1308,ARMS,25,3,3
1309,IPC,304,1,1
1310,ARMS,27,1,1
1310,GAMBLING,4,2,2
1310,ARMS,25,3,3
1311,POCSO,4,1,1
1311,POCSO,6,2,2
1312,IPC,324,1,1
1312,BNS,109,2,2
1312,IPC,302,3,3
1313,BNS,318,1,1
1314,IT_ACT,66C,1,1
1315,ARMS,27,1,1
1315,GAMBLING,4,2,2
1316,NDPS,22,1,1
1316,NDPS,27A,2,2
1316,NDPS,20,3,3
1317,POCSO,4,1,1
1317,POCSO,6,2,2
1318,IT_ACT,66,1,1
1318,IT_ACT,66C,2,2
1318,IT_ACT,67,3,3
1319,IPC,363,1,1
1320,NDPS,8,1,1
1320,NDPS,20,2,2
1321,IPC,304,1,1
1321,BNS,109,2,2
1321,IPC,302,3,3
1322,MV,196,1,1
1323,EXCISE,32,1,1
1324,PREVENTION_CORRUPTION,13,1,1
1325,MV,177,1,1
1325,MV,185,2,2
1325,MV,184,3,3
1326,IT_ACT,66C,1,1
1326,IT_ACT,66,2,2
1327,POCSO,12,1,1
1327,POCSO,6,2,2
1327,POCSO,8,3,3
1328,PREVENTION_CORRUPTION,7,1,1
1328,PREVENTION_CORRUPTION,13,2,2
1329,BNS,303,1,1
1330,ARMS,27,1,1
1331,IPC,324,1,1
1332,IPC,380,1,1
1333,IPC,406,1,1
1334,IPC,363,1,1
1334,POCSO,8,2,2
1335,PREVENTION_CORRUPTION,7,1,1
1335,PREVENTION_CORRUPTION,13,2,2
1336,POCSO,8,1,1
1336,POCSO,12,2,2
1337,PREVENTION_CORRUPTION,7,1,1
1337,IPC,420,2,2
1337,IPC,406,3,3
1338,POCSO,6,1,1
1339,EXCISE,32,1,1
1339,NDPS,8,2,2
1339,NDPS,22,3,3
1340,IT_ACT,66,1,1
1340,IT_ACT,66C,2,2
1341,POCSO,6,1,1
1341,POCSO,4,2,2
1342,IT_ACT,67,1,1
1343,NDPS,8,1,1
1343,NDPS,21,2,2
1343,NDPS,22,3,3
1344,PREVENTION_CORRUPTION,7,1,1
1345,ARMS,25,1,1
1345,GAMBLING,4,2,2
1346,ARMS,27,1,1
1346,GAMBLING,4,2,2
1347,IT_ACT,67,1,1
1348,IPC,498A,1,1
1348,IPC,363,2,2
1348,DV,12,3,3
1349,PREVENTION_CORRUPTION,7,1,1
1349,IPC,420,2,2
1349,IPC,406,3,3
1350,NDPS,20,1,1
1350,NDPS,22,2,2
1351,IPC,324,1,1
1351,IPC,302,2,2
1351,IPC,304,3,3
1352,IPC,363,1,1
1352,IPC,354,2,2
1353,GAMBLING,4,1,1
1353,ARMS,25,2,2
1354,BNS,309,1,1
1354,IPC,395,2,2
1354,BNS,303,3,3
1355,IT_ACT,66,1,1
1355,IT_ACT,67,2,2
1356,IPC,406,1,1
1356,IPC,379,2,2
1356,IPC,380,3,3
1357,MV,184,1,1
1357,MV,185,2,2
1358,IT_ACT,66C,1,1
1358,IT_ACT,67,2,2
1358,IT_ACT,66,3,3
1359,IPC,379,1,1
1360,ARMS,25,1,1
1361,NDPS,20,1,1
1361,NDPS,27A,2,2
1361,EXCISE,32,3,3
1362,IPC,304,1,1
1362,IPC,302,2,2
1363,PREVENTION_CORRUPTION,13,1,1
1363,PREVENTION_CORRUPTION,7,2,2
1364,IPC,302,1,1
1365,IT_ACT,66,1,1
1366,IT_ACT,66C,1,1
1366,IT_ACT,66,2,2
1366,IT_ACT,67,3,3
1367,IPC,324,1,1
1368,IPC,376,1,1
1368,IPC,363,2,2
1369,IT_ACT,66C,1,1
1369,IT_ACT,67,2,2
1370,DV,12,1,1
1370,IPC,498A,2,2
1370,IPC,363,3,3
1371,BNS,103,1,1
1371,IPC,324,2,2
1371,BNS,109,3,3
1372,EXCISE,32,1,1
1372,NDPS,27A,2,2
1373,IPC,363,1,1
1373,POCSO,8,2,2
1373,POCSO,12,3,3
1374,PREVENTION_CORRUPTION,7,1,1
1374,PREVENTION_CORRUPTION,13,2,2
1375,POCSO,8,1,1
1375,IPC,363,2,2
1376,POCSO,4,1,1
1377,NDPS,22,1,1
1378,PREVENTION_CORRUPTION,13,1,1
1378,PREVENTION_CORRUPTION,7,2,2
1379,IPC,506,1,1
1380,IPC,304,1,1
1380,IPC,302,2,2
1381,IPC,354,1,1
1381,IPC,363,2,2
1381,DV,12,3,3
1382,MV,184,1,1
1382,MV,196,2,2
1382,MV,177,3,3
1383,NDPS,8,1,1
1384,IPC,376,1,1
1384,DV,12,2,2
1385,IT_ACT,66C,1,1
1385,IT_ACT,67,2,2
1385,IT_ACT,66,3,3
1386,MV,196,1,1
1386,MV,177,2,2
1386,MV,184,3,3
1387,IPC,420,1,1
1388,ARMS,25,1,1
1388,GAMBLING,4,2,2
1388,ARMS,27,3,3
1389,PREVENTION_CORRUPTION,7,1,1
1390,BNS,109,1,1
1391,IPC,392,1,1
1391,IPC,380,2,2
1391,IPC,395,3,3
1392,PREVENTION_CORRUPTION,7,1,1
1392,IPC,420,2,2
1392,IPC,406,3,3
1393,IT_ACT,66C,1,1
1394,ARMS,25,1,1
1395,IPC,302,1,1
1396,PREVENTION_CORRUPTION,7,1,1
1396,PREVENTION_CORRUPTION,13,2,2
1397,IT_ACT,67,1,1
1397,IT_ACT,66C,2,2
1397,IT_ACT,66,3,3
1398,IPC,406,1,1
1398,IPC,420,2,2
1398,IPC,392,3,3
1399,IPC,363,1,1
1399,POCSO,8,2,2
1400,IPC,363,1,1
1400,DV,12,2,2
1401,IT_ACT,66C,1,1
1402,PREVENTION_CORRUPTION,13,1,1
1403,BNS,309,1,1
1404,IT_ACT,66C,1,1
1404,IT_ACT,66,2,2
1405,GAMBLING,4,1,1
1406,DV,12,1,1
1406,IPC,354,2,2
1406,IPC,363,3,3
1407,NDPS,22,1,1
1407,NDPS,21,2,2
1408,IPC,420,1,1
1408,IPC,395,2,2
1409,IT_ACT,66,1,1
1409,IT_ACT,66C,2,2
1409,IT_ACT,67,3,3
1410,IT_ACT,66,1,1
1410,IT_ACT,66C,2,2
1410,IT_ACT,67,3,3
1411,IPC,498A,1,1
1411,DV,12,2,2
1411,IPC,363,3,3
1412,MV,185,1,1
1412,MV,177,2,2
1412,MV,196,3,3
1413,PREVENTION_CORRUPTION,13,1,1
1414,IPC,406,1,1
1415,IPC,376,1,1
1415,IPC,363,2,2
1415,IPC,354,3,3
1416,DV,12,1,1
1416,IPC,376,2,2
1417,IPC,406,1,1
1417,IPC,420,2,2
1417,PREVENTION_CORRUPTION,7,3,3
1418,IPC,354,1,1
1418,IPC,363,2,2
1419,IT_ACT,67,1,1
1420,IT_ACT,66C,1,1
1420,IT_ACT,67,2,2
1421,IPC,406,1,1
1422,PREVENTION_CORRUPTION,13,1,1
1423,IPC,324,1,1
1424,MV,184,1,1
1424,MV,177,2,2
1425,IPC,324,1,1
1425,IPC,302,2,2
1426,IT_ACT,67,1,1
1427,MV,184,1,1
1428,ARMS,25,1,1
1428,ARMS,27,2,2
1428,GAMBLING,4,3,3
1429,IPC,324,1,1
1429,IPC,325,2,2
1429,BNS,109,3,3
1430,ARMS,25,1,1
1430,GAMBLING,4,2,2
1431,IPC,302,1,1
1431,IPC,304,2,2
1431,IPC,324,3,3
1432,PREVENTION_CORRUPTION,7,1,1
1432,IPC,420,2,2
1432,IPC,406,3,3
1433,IT_ACT,67,1,1
1433,IT_ACT,66,2,2
1434,IPC,506,1,1
1435,IPC,379,1,1
1435,BNS,318,2,2
1436,ARMS,27,1,1
1437,BNS,103,1,1
1437,BNS,109,2,2
1437,IPC,304,3,3
1438,POCSO,8,1,1
1439,DV,12,1,1
1439,IPC,354,2,2
1439,IPC,498A,3,3
1440,IT_ACT,67,1,1
1441,MV,177,1,1
1441,MV,196,2,2
1442,IT_ACT,67,1,1
1442,IT_ACT,66,2,2
1442,IT_ACT,66C,3,3
1443,NDPS,22,1,1
1444,NDPS,22,1,1
1444,NDPS,27A,2,2
1445,PREVENTION_CORRUPTION,7,1,1
1445,PREVENTION_CORRUPTION,13,2,2
1446,PREVENTION_CORRUPTION,7,1,1
1447,IT_ACT,66C,1,1
1448,IPC,363,1,1
1448,IPC,498A,2,2
1449,IPC,406,1,1
1450,NDPS,20,1,1
1450,NDPS,8,2,2
1451,IT_ACT,66C,1,1
1452,IPC,420,1,1
1452,IPC,406,2,2
1453,IT_ACT,66C,1,1
1453,IT_ACT,67,2,2
1453,IT_ACT,66,3,3
1454,POCSO,4,1,1
1455,POCSO,12,1,1
1456,IPC,304,1,1
1456,IPC,307,2,2
1457,PREVENTION_CORRUPTION,7,1,1
1458,IT_ACT,66,1,1
1458,IT_ACT,66C,2,2
1459,PREVENTION_CORRUPTION,7,1,1
1459,PREVENTION_CORRUPTION,13,2,2
1460,IPC,406,1,1
1460,IPC,380,2,2
1461,PREVENTION_CORRUPTION,13,1,1
1461,PREVENTION_CORRUPTION,7,2,2
1462,IPC,498A,1,1
1463,NDPS,27A,1,1
1463,NDPS,20,2,2
1463,NDPS,8,3,3
1464,PREVENTION_CORRUPTION,7,1,1
1464,IPC,420,2,2
1464,IPC,406,3,3
1465,NDPS,8,1,1
1465,NDPS,27A,2,2
1466,MV,184,1,1
1466,MV,196,2,2
1466,MV,177,3,3
1467,IPC,307,1,1
1468,PREVENTION_CORRUPTION,13,1,1
1469,IPC,363,1,1
1470,PREVENTION_CORRUPTION,7,1,1
1470,IPC,420,2,2
1470,IPC,406,3,3
1471,IT_ACT,67,1,1
1472,IPC,354,1,1
1472,IPC,498A,2,2
1472,IPC,376,3,3
1473,ARMS,27,1,1
1473,GAMBLING,4,2,2
1474,IPC,302,1,1
1474,BNS,103,2,2
1474,IPC,307,3,3
1475,IPC,379,1,1
1475,BNS,303,2,2
1475,IPC,380,3,3
1476,IPC,420,1,1
1477,IPC,363,1,1
1477,DV,12,2,2
1478,BNS,318,1,1
1478,BNS,303,2,2
1478,BNS,309,3,3
1479,DV,12,1,1
1480,IPC,354,1,1
1480,IPC,498A,2,2
1481,ARMS,25,1,1
1482,NDPS,27A,1,1
1482,NDPS,8,2,2
1482,EXCISE,32,3,3
1483,IPC,420,1,1
1483,IPC,406,2,2
1483,PREVENTION_CORRUPTION,7,3,3
1484,IPC,324,1,1
1484,BNS,109,2,2
1485,IT_ACT,67,1,1
1485,IT_ACT,66C,2,2
1486,IT_ACT,67,1,1
1486,IT_ACT,66C,2,2
1486,IT_ACT,66,3,3
1487,MV,185,1,1
1488,IPC,354,1,1
1488,IPC,376,2,2
1489,BNS,109,1,1
1490,IPC,363,1,1
1490,POCSO,4,2,2
1491,BNS,303,1,1
1491,BNS,309,2,2
1491,BNS,318,3,3
1492,MV,196,1,1
1492,MV,184,2,2
1492,MV,185,3,3
1493,BNS,318,1,1
1494,PREVENTION_CORRUPTION,7,1,1
1494,IPC,420,2,2
1494,IPC,406,3,3
1495,PREVENTION_CORRUPTION,7,1,1
1495,IPC,420,2,2
1495,IPC,406,3,3
1496,IPC,324,1,1
1496,IPC,307,2,2
1497,IPC,325,1,1
1497,BNS,103,2,2
1498,IPC,392,1,1
1498,BNS,309,2,2
1499,IT_ACT,66,1,1
1499,IT_ACT,67,2,2
1500,PREVENTION_CORRUPTION,13,1,1
