ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateID,ArrestSurrenderDistrictID,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2458,1780,1,2026-06-30,1,11,74,815,21,4489,true,false
2459,1780,1,2026-06-30,1,11,74,370,21,4491,true,false
2460,1780,1,2026-06-30,1,11,78,1167,22,4492,true,false
2461,1782,2,2026-05-17,1,17,115,422,4,4494,true,false
2462,1784,1,2023-07-04,1,11,73,1172,22,4497,true,false
2463,1784,1,2023-09-16,1,11,75,1197,22,4498,true,false
2464,1784,1,2023-07-21,1,11,76,266,21,4499,true,false
2465,1784,1,2023-09-17,1,11,78,141,22,4500,true,false
2466,1785,2,2026-03-08,1,14,97,375,28,4501,true,false
2467,1785,1,2026-03-14,1,14,98,550,27,4502,true,false
2468,1785,1,2026-06-25,1,27,185,940,28,4504,true,false
2469,1786,2,2024-06-28,1,13,90,476,26,4506,true,false
2470,1786,1,2024-06-24,1,13,91,411,25,4507,true,false
2471,1787,1,2025-07-03,1,17,118,1063,34,4508,true,false
2472,1787,2,2025-10-14,1,17,119,814,34,4509,true,false
2473,1787,2,2025-08-26,1,17,115,391,33,4510,true,false
2474,1787,1,2025-11-23,1,17,117,684,34,4511,true,false
2475,1789,1,2026-05-12,1,4,29,986,8,4513,true,false
2476,1790,1,2023-03-05,1,1,5,159,1,4516,true,false
2477,1791,1,2023-05-13,1,6,38,847,11,4517,true,false
2478,1792,1,2023-05-17,1,10,68,531,19,4519,true,false
2479,1793,1,2023-04-16,1,28,192,122,56,4521,true,false
2480,1794,1,2023-07-10,1,12,83,496,23,4524,true,false
2481,1796,1,2023-07-21,1,22,155,1121,43,4529,true,false
2482,1797,1,2026-03-23,1,13,89,28,25,4530,true,false
2483,1797,2,2026-06-30,1,13,88,466,26,4531,true,false
2484,1799,1,2024-07-21,1,22,154,314,43,4536,true,false
2485,1799,1,2024-04-26,1,22,152,872,44,4537,true,false
2486,1800,1,2024-05-15,1,16,108,1067,31,4539,true,false
2487,1800,1,2024-08-09,1,16,112,348,31,4540,true,false
2488,1802,1,2023-08-17,1,22,153,402,44,4542,true,false
2489,1803,1,2025-08-19,1,5,36,849,9,4544,true,false
2490,1803,1,2025-10-15,1,5,34,1082,10,4545,true,false
2491,1804,2,2026-06-12,1,23,157,130,37,4546,true,false
2492,1804,1,2026-06-30,1,19,134,996,38,4547,true,false
2493,1804,1,2026-06-30,1,19,131,1063,38,4548,true,false
2494,1805,1,2024-07-19,1,11,75,1140,22,4550,true,false
2495,1807,1,2024-06-16,1,8,55,293,58,4552,true,false
2496,1807,1,2024-05-13,1,29,204,1121,57,4553,true,true
2497,1808,1,2026-06-30,1,25,173,511,49,4554,true,false
2498,1810,1,2026-06-30,1,26,178,809,52,4556,true,false
2499,1810,1,2026-06-30,1,26,179,1067,51,4558,true,false
2500,1810,1,2026-06-30,1,26,180,437,51,4559,true,false
2501,1811,1,2025-08-02,1,27,186,537,53,4561,true,false
2502,1812,1,2024-08-28,1,28,196,177,12,4564,true,false
2503,1812,1,2024-11-09,1,6,41,728,11,4566,true,false
2504,1814,1,2023-06-03,1,25,171,741,9,4569,true,false
2505,1815,1,2025-07-08,1,21,146,846,41,4570,true,false
2506,1815,1,2025-11-14,1,21,147,1094,42,4571,true,false
2507,1815,1,2025-08-04,1,21,147,949,42,4572,true,false
2508,1815,1,2025-07-10,1,21,148,773,41,4573,true,false
2509,1817,2,2024-07-25,1,11,76,908,22,4575,true,false
2510,1817,2,2024-05-18,1,11,76,415,22,4576,true,false
2511,1818,1,2024-07-15,1,30,211,694,42,4580,true,false
2512,1819,1,2024-08-25,1,25,174,48,8,4582,true,false
2513,1820,1,2025-05-23,1,19,130,223,62,4583,true,false
2514,1821,2,2025-05-22,1,23,159,468,46,4585,true,false
2515,1821,1,2025-05-22,1,23,161,521,45,4586,true,false
2516,1821,1,2025-09-27,1,23,160,814,45,4587,true,false
2517,1822,1,2026-04-10,1,5,34,153,9,4588,true,false
2518,1822,2,2026-06-30,1,5,33,302,10,4590,true,false
2519,1823,1,2026-04-03,1,1,6,1190,1,4591,true,false
2520,1823,1,2026-06-26,1,1,7,971,2,4592,true,false
2521,1824,1,2025-03-13,1,4,25,1022,8,4595,true,false
2522,1825,1,2023-07-28,1,19,131,554,38,4596,true,false
2523,1825,1,2023-09-07,1,19,134,147,38,4597,true,false
2524,1825,1,2023-06-22,1,19,132,161,38,4598,true,false
2525,1827,2,2025-03-07,1,19,129,928,38,4602,true,false
2526,1827,1,2025-05-02,1,19,134,973,38,4603,true,false
2527,1828,1,2025-06-03,1,19,132,571,37,4605,true,false
2528,1829,1,2024-08-06,1,9,64,70,18,4607,true,true
2529,1830,1,2025-11-15,1,31,215,510,62,4608,true,false
2530,1831,1,2023-05-09,1,23,161,149,46,4610,true,false
2531,1831,2,2023-03-31,1,23,162,807,46,4611,true,false
2532,1833,1,2026-06-30,1,17,115,837,33,4613,true,false
2533,1833,1,2026-06-30,1,17,116,177,34,4615,true,false
2534,1834,1,2024-06-10,1,25,176,320,49,4616,true,false
2535,1834,1,2024-03-09,1,25,174,215,49,4618,true,false
2536,1835,1,2023-05-30,1,13,92,17,26,4619,true,false
2537,1835,2,2023-09-08,1,13,89,755,25,4620,true,false
2538,1836,1,2025-09-28,1,7,48,848,13,4622,true,false
2539,1836,1,2025-08-18,1,7,50,896,14,4623,true,false
2540,1838,1,2026-05-05,1,12,80,199,24,4625,true,false
2541,1838,1,2026-06-30,1,19,129,1150,24,4626,true,false
2542,1839,1,2026-06-30,1,10,66,1172,20,4627,true,false
2543,1839,1,2026-06-30,1,14,97,415,19,4628,true,false
2544,1839,1,2026-06-30,1,10,66,242,20,4630,true,false
2545,1840,1,2023-04-12,1,28,196,411,56,4632,true,true
2546,1841,1,2025-04-13,1,25,175,333,50,4633,true,false
2547,1842,1,2024-09-24,1,16,113,993,22,4634,true,false
2548,1842,1,2024-05-03,1,11,73,113,21,4635,true,false
2549,1843,1,2025-08-12,1,24,165,876,47,4637,true,false
2550,1844,1,2026-05-26,1,19,130,32,37,4640,true,false
2551,1846,1,2024-05-25,1,15,106,512,30,4642,true,false
2552,1846,1,2024-03-26,1,15,102,704,30,4643,true,false
2553,1846,2,2024-06-24,1,15,103,1170,30,4644,true,true
2554,1848,1,2026-06-30,1,16,113,1200,31,4647,true,false
2555,1851,1,2026-06-30,1,23,157,1091,45,4653,true,false
2556,1851,2,2026-06-18,1,31,213,726,45,4655,true,false
2557,1852,1,2025-05-11,1,18,127,859,36,4656,true,false
2558,1852,2,2025-08-04,1,18,127,268,36,4657,true,true
2559,1852,1,2025-08-11,1,18,126,95,35,4658,true,false
2560,1854,1,2025-03-09,1,23,157,1106,45,4664,true,false
2561,1855,1,2023-07-07,1,30,209,260,60,4665,true,false
2562,1856,1,2023-10-19,1,15,102,1039,29,4666,true,false
2563,1858,1,2023-06-05,1,22,150,725,44,4670,true,false
2564,1859,1,2025-09-04,1,2,10,50,4,4673,true,false
2565,1859,2,2025-09-23,1,2,14,567,3,4674,true,false
2566,1859,1,2025-07-25,1,2,11,326,3,4675,true,false
2567,1859,1,2025-06-12,1,2,15,521,4,4676,true,false
2568,1860,1,2023-09-29,1,30,206,1076,60,4678,true,false
2569,1860,1,2023-07-28,1,30,211,94,59,4679,true,true
2570,1860,2,2023-09-24,1,30,207,122,59,4680,true,false
2571,1861,2,2024-08-23,1,10,71,566,20,4681,true,false
2572,1862,1,2024-07-27,1,30,208,559,13,4682,true,false
2573,1862,2,2024-02-20,1,7,50,855,13,4684,true,false
2574,1862,1,2024-07-14,1,7,45,907,14,4685,true,false
2575,1863,1,2025-05-14,1,22,153,1062,44,4686,true,false
2576,1863,1,2025-05-31,1,22,150,608,44,4687,true,false
2577,1863,2,2025-06-27,1,22,150,468,44,4688,true,false
2578,1864,1,2026-06-19,1,31,218,900,43,4692,true,false
2579,1865,1,2025-07-15,1,19,130,452,38,4693,true,false
2580,1865,1,2025-10-02,1,19,129,1192,37,4694,true,false
2581,1865,1,2025-11-09,1,19,134,716,38,4696,true,false
2582,1866,1,2026-05-23,1,1,5,290,47,4697,true,false
2583,1866,1,2026-06-30,1,24,169,768,48,4698,true,false
2584,1866,1,2026-06-30,1,24,164,758,47,4699,true,false
2585,1866,1,2026-06-30,1,24,167,750,48,4700,true,false
2586,1867,1,2026-06-01,1,1,8,482,1,4701,true,false
2587,1867,1,2026-04-18,1,1,4,1132,1,4702,true,false
2588,1867,2,2026-04-27,1,1,5,420,1,4704,true,false
2589,1868,1,2023-10-09,1,16,108,272,31,4706,true,false
2590,1868,1,2023-06-30,1,16,108,1154,31,4707,true,false
2591,1869,1,2025-06-14,1,12,84,1185,23,4708,true,false
2592,1871,1,2026-05-14,1,11,77,7,21,4711,true,false
2593,1872,1,2026-06-30,1,23,162,1133,45,4714,true,false
2594,1872,1,2026-06-30,1,29,200,36,45,4715,true,false
2595,1873,1,2023-12-12,1,18,124,486,35,4718,true,false
2596,1874,1,2023-08-26,1,5,36,487,9,4720,true,false
2597,1874,1,2023-08-25,1,29,199,326,10,4721,true,false
2598,1875,1,2023-03-15,1,14,97,783,23,4722,true,false
2599,1876,1,2023-06-01,1,31,215,212,49,4724,true,false
2600,1877,2,2026-05-01,1,16,112,113,31,4726,true,false
2601,1878,1,2023-05-04,1,19,134,9,38,4729,true,false
2602,1878,1,2023-05-31,1,19,129,193,38,4730,true,false
2603,1880,1,2024-04-17,1,7,50,137,47,4734,true,false
2604,1881,1,2024-03-23,1,18,123,259,52,4735,true,false
2605,1882,1,2024-02-11,1,28,192,584,56,4740,true,false
2606,1883,1,2023-04-13,1,13,91,983,28,4741,true,false
2607,1884,1,2026-06-30,1,16,112,451,31,4744,true,false
2608,1884,1,2026-05-25,1,16,111,431,31,4745,true,false
2609,1884,1,2026-06-30,1,16,111,801,31,4746,true,false
2610,1885,1,2025-11-13,1,28,194,975,56,4747,true,false
2611,1885,2,2025-07-14,1,28,195,807,55,4748,true,false
2612,1885,2,2025-09-29,1,28,197,1023,55,4749,true,false
2613,1887,2,2024-07-20,1,18,127,1004,36,4751,true,false
2614,1888,1,2024-07-29,1,18,126,1023,35,4752,true,true
2615,1888,2,2024-07-15,1,18,125,436,35,4753,true,false
2616,1888,1,2024-04-14,1,25,175,219,35,4754,true,false
2617,1888,1,2024-08-09,1,18,126,983,36,4755,true,false
2618,1889,2,2025-06-26,1,14,96,711,27,4756,true,false
2619,1889,1,2025-04-08,1,14,96,712,27,4759,true,true
2620,1890,1,2026-06-01,1,28,197,1135,56,4761,true,false
2621,1891,1,2023-09-01,1,21,148,763,42,4762,true,false
2622,1891,1,2023-07-05,1,22,153,17,42,4763,true,false
2623,1892,2,2026-06-13,1,25,174,134,50,4765,true,false
2624,1893,1,2023-08-28,1,7,47,1152,14,4766,true,false
2625,1893,1,2023-06-04,1,7,49,838,13,4767,true,false
2626,1893,1,2023-06-01,1,20,140,487,14,4768,true,false
2627,1893,1,2023-08-30,1,7,46,1056,14,4769,true,false
2628,1895,1,2023-10-07,1,31,218,398,62,4772,true,false
2629,1896,2,2023-09-05,1,22,154,86,43,4775,true,false
2630,1897,1,2024-09-17,1,20,141,1143,39,4777,true,false
2631,1898,1,2026-06-30,1,31,218,980,62,4779,true,false
2632,1899,2,2026-05-21,1,14,96,430,27,4780,true,false
2633,1899,1,2026-06-30,1,14,97,900,27,4782,true,false
2634,1899,1,2026-06-30,1,20,140,859,27,4783,true,false
2635,1900,1,2025-04-18,1,19,133,947,38,4784,true,false
2636,1901,2,2025-05-30,1,13,87,940,26,4786,true,false
2637,1901,2,2025-07-17,1,13,90,269,25,4787,true,false
2638,1902,2,2023-05-23,1,21,144,270,42,4788,true,false
2639,1902,1,2023-04-11,1,21,144,1164,42,4789,true,false
2640,1902,2,2023-06-29,1,21,146,876,41,4791,true,false
2641,1903,1,2023-05-04,1,20,136,1085,39,4792,true,false
2642,1903,2,2023-05-07,1,20,138,905,39,4793,true,false
2643,1903,2,2023-02-03,1,20,137,718,40,4794,true,false
2644,1904,1,2025-08-18,1,12,84,266,23,4795,true,false
2645,1904,1,2025-07-03,1,12,83,125,23,4796,true,false
2646,1904,1,2025-08-01,1,12,84,197,23,4797,true,true
2647,1904,1,2025-09-10,1,12,83,125,23,4798,true,false
2648,1907,1,2023-03-23,1,31,215,876,26,4801,true,false
2649,1909,1,2026-06-30,1,23,161,486,45,4806,true,false
2650,1913,1,2023-06-22,1,19,129,1142,37,4810,true,false
2651,1913,1,2023-03-23,1,19,133,733,38,4811,true,false
2652,1913,2,2023-07-11,1,19,132,518,38,4812,true,false
2653,1914,1,2023-03-23,1,16,108,243,32,4813,true,false
2654,1915,1,2024-08-30,1,24,167,1156,47,4814,true,false
2655,1915,1,2024-07-16,1,24,169,219,47,4816,true,false
2656,1916,1,2023-03-29,1,21,147,94,41,4817,true,false
2657,1917,1,2025-08-02,1,4,26,571,8,4818,true,false
2658,1918,1,2025-11-20,1,8,54,897,39,4820,true,false
2659,1920,1,2024-04-02,1,18,123,469,41,4822,true,false
2660,1920,2,2024-06-21,1,21,144,695,41,4824,true,false
2661,1920,2,2024-06-21,1,21,143,46,42,4825,true,false
2662,1921,1,2026-05-16,1,17,119,399,33,4827,true,false
2663,1922,2,2023-11-05,1,15,105,1094,30,4828,true,false
2664,1925,2,2024-08-15,1,2,15,387,29,4833,true,false
2665,1926,1,2023-11-22,1,1,5,108,1,4837,true,false
2666,1926,2,2023-07-10,1,1,5,743,1,4839,true,false
2667,1927,1,2024-02-21,1,15,105,355,39,4841,true,false
2668,1927,1,2024-05-23,1,20,139,642,40,4842,true,false
2669,1928,1,2026-05-15,1,5,33,275,10,4844,true,false
2670,1929,1,2023-07-27,1,12,82,514,33,4847,true,false
2671,1929,1,2023-11-17,1,17,119,786,33,4848,true,false
2672,1929,1,2023-08-31,1,17,119,135,34,4849,true,false
2673,1930,1,2025-06-29,1,11,73,473,21,4851,true,false
2674,1930,1,2025-09-04,1,11,75,867,22,4853,true,false
2675,1931,1,2024-08-25,1,13,92,828,26,4855,true,false
2676,1931,1,2024-07-11,1,13,87,744,26,4856,true,false
2677,1932,1,2025-03-17,1,17,120,1172,33,4860,true,false
2678,1932,1,2025-01-28,1,24,165,805,34,4861,true,false
2679,1932,2,2025-07-20,1,17,120,857,34,4862,true,false
2680,1933,2,2026-06-30,1,22,154,482,44,4863,true,true
2681,1933,1,2026-06-30,1,31,217,535,44,4865,true,false
2682,1934,1,2026-05-07,1,7,50,252,14,4867,true,false
2683,1935,1,2023-04-11,1,8,55,253,15,4868,true,false
2684,1936,1,2025-10-27,1,14,94,6,61,4869,true,false
2685,1937,1,2026-06-30,1,28,192,19,55,4870,true,false
2686,1938,2,2024-05-21,1,14,94,961,28,4873,true,false
2687,1939,2,2023-06-28,1,3,20,531,5,4875,true,false
2688,1941,1,2026-06-30,1,24,169,976,39,4877,true,false
2689,1942,1,2024-06-11,1,20,140,852,40,4879,true,false
2690,1943,1,2025-05-13,1,8,52,66,16,4882,true,false
2691,1943,1,2025-06-28,1,8,52,252,15,4883,true,false
2692,1943,1,2025-04-22,1,8,54,1100,16,4885,true,false
2693,1944,1,2025-02-15,1,3,21,70,5,4886,true,false
2694,1945,1,2025-08-11,1,12,82,117,23,4887,true,false
2695,1945,1,2025-07-02,1,12,84,313,24,4888,true,false
2696,1946,2,2023-09-07,1,6,43,1172,11,4889,true,false
2697,1946,1,2023-07-11,1,6,39,434,12,4890,true,false
2698,1946,1,2023-06-28,1,1,6,324,11,4892,true,false
2699,1947,1,2026-06-30,1,15,101,52,30,4894,true,false
2700,1948,2,2025-08-16,1,9,59,859,17,4895,true,false
2701,1949,2,2025-07-29,1,4,26,130,8,4896,true,false
2702,1949,2,2025-07-27,1,4,29,687,7,4897,true,false
2703,1949,2,2025-09-21,1,5,32,868,8,4899,true,false
2704,1950,1,2025-09-29,1,12,82,43,24,4901,true,false
2705,1952,1,2025-06-24,1,11,73,825,21,4905,true,false
2706,1952,2,2025-06-01,1,11,74,886,22,4906,true,false
2707,1954,1,2025-08-09,1,22,153,49,43,4909,true,false
2708,1954,1,2025-11-06,1,22,153,487,44,4910,true,false
2709,1954,1,2025-11-09,1,22,152,687,43,4911,true,false
2710,1955,1,2024-11-19,1,1,5,4,1,4913,true,false
2711,1956,1,2023-09-20,1,4,28,134,7,4916,true,false
2712,1957,1,2024-09-27,1,4,25,536,28,4918,true,false
2713,1957,2,2024-05-25,1,14,95,17,28,4920,true,false
2714,1959,2,2026-04-04,1,8,57,751,15,4926,true,false
2715,1961,2,2025-07-09,1,4,27,1146,8,4929,true,false
2716,1962,1,2023-04-04,1,14,99,9,28,4932,true,false
2717,1962,1,2023-02-03,1,14,99,70,27,4933,true,false
2718,1963,1,2026-06-30,1,21,143,947,41,4935,true,false
2719,1963,2,2026-02-15,1,21,148,741,42,4936,true,false
2720,1964,1,2025-11-02,1,3,22,511,5,4937,true,false
2721,1965,2,2023-09-11,1,13,88,15,25,4938,true,false
2722,1966,2,2025-05-23,1,14,99,450,27,4940,true,false
2723,1966,1,2025-05-13,1,14,94,1155,27,4941,true,false
2724,1967,1,2023-01-24,1,30,207,12,59,4942,true,false
2725,1967,1,2023-06-09,1,30,208,6,60,4943,true,false
2726,1967,1,2023-03-07,1,30,210,355,59,4944,true,false
2727,1968,1,2023-08-01,1,18,126,828,35,4946,true,false
2728,1970,1,2023-11-24,1,12,81,640,43,4950,true,false
2729,1970,1,2023-12-20,1,22,154,1062,43,4951,true,false
2730,1971,1,2026-06-25,1,5,35,392,10,4953,true,false
2731,1972,1,2024-05-04,1,23,161,223,23,4956,true,false
2732,1973,1,2023-03-17,1,23,160,856,45,4957,true,false
2733,1974,1,2026-05-03,1,3,21,488,5,4960,true,false
2734,1976,1,2026-06-15,1,15,101,531,29,4962,true,false
2735,1976,2,2026-06-30,1,15,105,714,29,4964,true,false
2736,1977,1,2023-08-04,1,2,14,216,4,4965,true,false
2737,1978,1,2023-07-29,1,3,19,499,5,4967,true,false
2738,1978,2,2023-05-23,1,3,21,458,5,4969,true,false
2739,1979,1,2023-11-01,1,2,11,115,56,4972,true,false
2740,1980,1,2025-07-02,1,28,193,73,56,4975,true,false
2741,1980,1,2025-09-30,1,28,193,45,55,4976,true,false
2742,1981,2,2023-07-10,1,1,5,401,2,4977,true,false
2743,1981,1,2023-09-08,1,1,6,529,1,4980,true,false
2744,1982,1,2024-10-21,1,10,69,983,4,4982,true,false
2745,1984,1,2023-09-30,1,23,158,473,45,4986,true,false
2746,1985,1,2024-08-11,1,3,21,436,6,4988,true,false
2747,1986,1,2024-07-14,1,29,203,1126,57,4992,true,false
2748,1986,1,2024-10-02,1,29,203,203,58,4993,true,false
2749,1989,1,2026-06-30,1,23,158,908,46,4997,true,false
2750,1990,1,2026-04-24,1,5,33,683,10,4999,true,false
2751,1991,1,2026-06-30,1,20,137,33,39,5000,true,false
2752,1991,1,2026-06-30,1,20,141,1093,39,5001,true,false
2753,1992,2,2023-09-12,1,21,148,878,42,5004,true,false
2754,1993,1,2026-04-27,1,16,111,1156,32,5006,true,false
2755,1993,1,2026-03-02,1,16,112,558,32,5008,true,false
2756,1995,1,2023-09-09,1,19,129,1190,38,5012,true,false
2757,1997,1,2024-08-31,1,30,207,935,60,5016,true,false
2758,1997,1,2024-06-17,1,30,207,650,60,5017,true,true
2759,1999,1,2023-09-08,1,1,3,583,2,5020,true,false
2760,1999,1,2023-06-09,1,1,3,976,2,5021,true,false
2761,1999,1,2023-05-29,1,12,85,269,2,5022,true,true
2762,2001,1,2026-06-30,1,1,5,836,1,5025,true,false
2763,2001,1,2026-06-30,1,1,8,748,2,5026,true,true
2764,2001,1,2026-06-22,1,1,6,510,1,5027,true,false
2765,2001,1,2026-06-30,1,1,8,624,2,5028,true,false
2766,2002,1,2026-06-30,1,22,155,766,43,5029,true,false
2767,2002,1,2026-06-19,1,22,154,343,44,5030,true,false
2768,2002,1,2026-06-30,1,22,151,192,43,5031,true,false
2769,2003,1,2026-06-04,1,7,46,736,14,5033,true,false
2770,2004,1,2024-08-16,1,24,166,881,48,5037,true,false
2771,2008,1,2026-06-30,1,2,11,1153,4,5046,true,false
2772,2009,1,2026-06-30,1,29,204,967,58,5047,true,false
2773,2011,1,2025-10-09,1,11,73,419,22,5051,true,false
2774,2011,1,2025-11-05,1,11,78,900,21,5052,true,false
2775,2012,2,2025-06-07,1,7,45,644,13,5053,true,false
2776,2013,1,2023-07-23,1,3,19,264,6,5055,true,false
2777,2014,2,2024-06-22,1,27,190,512,53,5056,true,false
2778,2014,1,2024-07-07,1,27,189,721,53,5057,true,false
2779,2014,2,2024-10-24,1,27,185,639,54,5058,true,false
2780,2015,2,2025-07-05,1,20,140,929,59,5059,true,false
2781,2015,1,2025-03-06,1,30,210,375,59,5060,true,true
2782,2015,1,2025-06-25,1,25,174,1119,60,5061,true,false
2783,2016,1,2023-05-31,1,29,203,884,58,5062,true,false
2784,2016,1,2023-11-23,1,29,204,774,58,5063,true,false
2785,2016,1,2023-07-03,1,29,200,492,58,5064,true,false
2786,2016,2,2023-06-07,1,2,13,750,58,5065,true,false
2787,2017,1,2025-02-27,1,3,21,440,5,5066,true,false
2788,2017,1,2025-06-09,1,3,21,224,5,5067,true,false
2789,2018,1,2023-05-09,1,13,89,721,26,5069,true,false
2790,2019,1,2024-03-24,1,28,196,52,56,5071,true,false
2791,2021,2,2024-04-30,1,8,53,387,15,5074,true,false
2792,2022,1,2025-12-12,1,19,133,126,38,5078,true,false
2793,2022,1,2025-11-01,1,19,133,967,37,5079,true,false
2794,2023,1,2026-06-26,1,1,8,493,1,5081,true,false
2795,2023,1,2026-06-30,1,1,3,652,1,5082,true,true
2796,2024,2,2026-06-30,1,27,186,252,53,5083,true,false
2797,2024,1,2026-06-21,1,27,188,741,54,5084,true,false
2798,2024,1,2026-05-09,1,27,189,890,53,5085,true,false
2799,2025,1,2024-10-05,1,31,218,988,62,5086,true,false
2800,2026,1,2026-03-15,1,13,92,949,48,5087,true,false
2801,2026,1,2026-02-05,1,2,11,697,48,5088,true,false
2802,2026,1,2026-02-04,1,24,165,1085,47,5089,true,false
2803,2028,1,2026-02-21,1,23,159,324,46,5094,true,false
2804,2028,2,2026-03-31,1,23,161,1194,45,5095,true,false
2805,2029,1,2024-06-27,1,25,175,497,34,5096,true,false
2806,2029,1,2024-04-25,1,17,116,436,33,5097,true,false
2807,2029,1,2024-04-14,1,17,115,442,33,5098,true,false
2808,2030,1,2024-10-13,1,7,47,161,13,5100,true,false
2809,2031,1,2026-06-30,1,9,61,558,51,5105,true,false
2810,2032,1,2024-06-26,1,16,108,669,31,5107,true,true
2811,2034,1,2023-03-31,1,23,162,49,60,5114,true,false
2812,2034,1,2023-06-14,1,30,207,748,59,5115,true,false
2813,2035,1,2025-07-10,1,30,209,270,60,5116,true,true
2814,2035,1,2025-10-06,1,30,208,980,59,5118,true,false
2815,2035,1,2025-08-15,1,30,206,644,60,5119,true,false
2816,2036,1,2025-07-19,1,15,103,757,30,5121,true,false
2817,2037,1,2026-06-30,1,18,122,348,36,5122,true,false
2818,2037,2,2026-06-30,1,18,122,262,36,5123,true,false
2819,2038,1,2026-06-08,1,28,193,666,55,5125,true,false
2820,2038,1,2026-03-05,1,28,194,272,56,5127,true,false
2821,2039,1,2026-01-21,1,21,145,347,20,5128,true,false
2822,2041,1,2026-06-30,1,22,153,22,2,5133,true,false
2823,2041,2,2026-06-30,1,1,8,666,2,5134,true,false
2824,2043,1,2024-04-25,1,1,8,1135,2,5137,true,false
2825,2043,2,2024-04-25,1,21,147,1088,1,5138,true,false
2826,2047,2,2024-07-26,1,27,187,1079,54,5144,true,false
2827,2047,1,2024-04-24,1,27,189,1164,53,5147,true,true
2828,2049,1,2023-09-06,1,24,169,363,48,5149,true,false
2829,2049,1,2023-03-30,1,24,168,155,48,5150,true,false
2830,2049,1,2023-06-30,1,24,168,282,48,5151,true,false
2831,2050,1,2026-06-29,1,4,27,975,8,5152,true,false
2832,2050,1,2026-06-30,1,4,25,433,7,5153,true,false
2833,2050,1,2026-06-12,1,4,28,425,7,5155,true,false
2834,2052,1,2024-06-30,1,25,172,970,49,5158,true,false
2835,2053,1,2025-07-28,1,6,41,683,12,5159,true,false
2836,2053,1,2025-10-25,1,6,42,1088,11,5160,true,false
2837,2053,2,2025-06-24,1,6,38,1045,11,5161,true,false
2838,2054,1,2024-08-04,1,16,108,756,31,5162,true,false
2839,2054,2,2024-07-12,1,16,111,192,31,5163,true,false
2840,2056,1,2023-07-07,1,14,97,302,28,5166,true,false
2841,2056,1,2023-08-07,1,14,96,634,28,5167,true,false
2842,2057,1,2026-04-10,1,20,141,301,40,5171,true,false
2843,2058,1,2023-07-19,1,9,60,603,18,5174,true,false
2844,2059,1,2025-08-17,1,19,129,973,37,5176,true,false
2845,2060,1,2023-04-25,1,11,76,35,22,5181,true,false
2846,2062,1,2023-10-13,1,6,43,353,11,5184,true,false
2847,2063,1,2024-07-04,1,23,158,584,46,5185,true,false
2848,2065,1,2026-02-06,1,29,200,503,57,5188,true,false
2849,2066,2,2025-03-20,1,22,153,976,43,5191,true,false
2850,2068,1,2025-08-14,1,22,154,940,43,5194,true,false
2851,2068,1,2025-05-30,1,22,153,669,43,5196,true,false
2852,2069,1,2026-04-10,1,5,36,909,9,5198,true,false
2853,2070,1,2024-02-20,1,14,95,1152,27,5200,true,false
2854,2070,1,2024-06-19,1,14,98,1148,27,5202,true,false
2855,2071,2,2024-06-16,1,5,31,564,10,5204,true,false
2856,2072,1,2024-07-26,1,20,141,527,39,5205,true,false
2857,2072,1,2024-07-06,1,20,138,683,40,5206,true,false
2858,2073,2,2023-05-05,1,26,179,1161,52,5207,true,false
2859,2074,1,2023-10-20,1,3,17,977,6,5208,true,false
2860,2074,1,2023-08-22,1,17,115,847,6,5209,true,false
2861,2074,2,2023-08-05,1,3,18,126,5,5210,true,false
2862,2074,2,2023-09-30,1,3,17,434,5,5211,true,false
2863,2077,1,2024-09-11,1,21,146,1113,41,5217,true,false
2864,2077,1,2024-06-14,1,30,211,202,42,5218,true,false
2865,2077,1,2024-07-18,1,21,148,947,41,5219,true,false
2866,2080,1,2023-06-15,1,18,125,753,36,5227,true,false
2867,2081,1,2024-07-17,1,28,195,126,55,5228,true,true
2868,2082,2,2023-04-15,1,24,167,256,47,5231,true,false
2869,2084,1,2025-07-06,1,14,97,19,27,5235,true,false
2870,2085,1,2023-06-14,1,4,24,963,27,5237,true,false
2871,2087,1,2026-04-16,1,13,88,1146,26,5240,true,false
2872,2088,1,2023-02-06,1,27,187,691,54,5241,true,false
2873,2088,1,2023-07-06,1,27,187,867,53,5242,true,false
2874,2088,1,2023-03-16,1,27,185,564,54,5243,true,false
2875,2089,1,2026-06-06,1,15,105,946,41,5244,true,false
2876,2091,2,2024-03-13,1,14,96,1003,27,5246,true,false
2877,2092,1,2024-08-31,1,15,103,1031,29,5247,true,false
2878,2093,1,2026-06-30,1,1,3,863,1,5250,true,false
2879,2094,2,2026-06-30,1,5,36,309,3,5251,true,false
2880,2094,1,2026-06-25,1,2,12,1177,3,5252,true,false
2881,2096,1,2024-07-17,1,8,55,512,15,5255,true,false
2882,2097,1,2026-06-30,1,14,94,401,28,5257,true,false
2883,2098,1,2023-04-05,1,25,174,310,49,5258,true,false
2884,2100,1,2025-10-16,1,2,15,475,3,5261,true,false
2885,2101,1,2026-06-30,1,3,22,848,5,5263,true,false
2886,2102,2,2025-09-13,1,13,87,976,25,5266,true,true
2887,2103,1,2025-05-27,1,29,201,748,58,5268,true,false
2888,2104,2,2024-10-10,1,4,29,545,8,5269,true,false
